APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
067-310-15,316000,2500,3,4,4,2,0,3,30,1999
068-040-43,131000,1400,3,2,6,1,0,3,9,1999
068-040-44,150000,1700,3,2,6,1,0,3,16,1999
068-160-12,178000,2100,4,2.5,1,2,1,3,25,1999
068-220-20,287500,2700,4,2.5,2,1,0,3,27,1999
070-110-03,210000,2100,3,3,23,2,0,3,28,1999
071-374-11,175000,1800,3,2,9,1,1,3,18,1999
071-410-61,144900,1600,3,2,6,1,1,3,22,1999
071-410-75,160000,1800,3,2,6,1,1,3,7,1999
071-410-82,162000,1800,3,2,8,1,0,3,17,1999
072-150-50,117500,1900,4,2,21,1,0,3,22,1999
072-160-53,112500,1600,3,2,21,1,0,3,19,1999
072-210-68,108000,1500,3,2,21,1,1,3,8,1999
072-250-38,132950,1900,4,3,19,2,0,3,3,1999
072-380-55,121895,1600,3,2,20,1,0,3,3,1999
072-410-28,93000,1100,3,2,21,1,0,3,31,1999
075-220-20,94500,1300,3,1.5,48,1,0,3,9,1999
075-280-26,104000,1500,3,2,24,1,1,3,3,1999
077-111-07,100000,1600,3,1.5,41,1,0,3,21,1999
077-120-05,110000,1600,4,2,35,1,0,3,22,1999
077-171-04,357500,3200,5,4,19,1,0,3,15,1999
078-060-18,132250,1500,3,2,10,1,1,3,4,1999
078-170-21,143000,2300,5,3,15,2,1,3,1,1999
078-410-01,185500,2700,6,3,13,2,0,3,1,1999
079-130-33,99950,1400,3,2,31,1,0,3,14,1999
079-182-18,91000,1200,3,2,32,1,1,3,9,1999
079-202-14,119500,1700,4,2.5,29,1,0,3,24,1999
079-211-02,89000,1200,3,2,32,1,0,3,4,1999
079-245-03,84999,1200,3,2,36,1,0,3,10,1999
079-310-44,104000,1500,3,2,31,1,0,3,22,1999
079-390-43,91500,1300,3,2,27,1,0,3,3,1999
079-400-42,105000,1800,4,2.5,25,1,0,3,30,1999
080-090-44,132000,1900,3,3,19,2,0,3,8,1999
080-110-33,115750,1500,3,2,19,1,0,3,27,1999
080-150-13,129950,1600,3,2,16,1,0,3,5,1999
080-220-15,145001,2200,4,3,20,2,0,3,12,1999
080-370-19,166000,2689,4,3,12,2,0,3,11,1999
081-390-08,81500,1100,3,1,44,1,0,3,30,1999
081-470-30,78500,1100,3,1,27,1,1,3,25,1999
082-150-39,90000,1400,3,2,24,1,1,3,9,1999
085-120-42,187000,1800,3,2,44,1,0,3,30,1999
086-044-14,86000,1300,3,2,39,1,0,3,29,1999
086-600-01,334000,3200,4,2.5,16,2,0,3,1,1999
086-630-22,457000,4500,5,4.5,5,2,1,3,17,1999
088-030-16,83000,1400,3,2,19,1,1,3,12,1999
088-150-38,69950,1300,2,2,18,1,0,3,22,1999
088-150-67,83000,1400,2,2,18,1,0,3,26,1999
088-320-07,136000,1800,4,2.5,10,2,0,3,15,1999
088-360-19,148000,2600,5,3,10,2,1,3,23,1999
090-160-12,74500,1100,4,2,19,1,1,3,1,1999
090-170-48,89950,1100,3,2,18,1,0,3,24,1999
090-310-01,78000,1000,3,2,17,1,1,3,10,1999
090-530-53,95001,1000,2,2,8,1,1,3,4,1999
090-550-17,145000,2200,4,3,9,2,0,3,24,1999
092-250-27,118950,1300,3,2,5,1,0,3,16,1999
094-080-42,89500,1400,3,2,19,1,0,3,26,1999
094-090-26,85000,1200,3,2,18,1,0,3,18,1999
094-290-44,129000,1700,4,2,10,2,0,3,29,1999
094-330-08,60000,900,2,2,10,1,1,3,5,1999
094-350-46,145000,2000,4,3,9,2,1,3,9,1999
094-350-49,108000,1400,4,2,10,2,0,3,18,1999
095-314-01,94500,1500,3,2,27,1,0,3,6,1999
096-070-35,103000,1400,3,2.5,12,2,0,3,15,1999
096-110-33,140000,2000,4,2.5,10,2,0,3,4,1999
096-130-34,142500,2100,3,3,12,2,0,3,14,1999
096-150-19,108000,1300,3,2,6,1,0,3,3,1999
096-190-08,117220,1300,3,2,4,1,1,3,4,1999
097-052-17,85000,1400,3,2,37,1,1,3,16,1999
097-093-29,145000,1800,3,2,44,1,0,3,2,1999
097-440-32,149500,1600,3,2,48,1,0,3,8,1999
097-570-15,140000,1800,4,2,24,1,0,3,5,1999
100-080-11,101500,1300,3,2,23,1,0,3,21,1999
100-240-22,177500,1800,3,2,30,1,0,3,17,1999
104-040-22,87000,1400,3,2,13,1,1,3,10,1999
104-230-27,68000,1000,2,2,17,1,0,3,15,1999
104-240-08,85000,1500,3,2,37,1,0,3,12,1999
104-390-03,102900,1400,4,2,10,1,0,3,30,1999
108-180-51,121900,1500,3,2,20,1,0,3,19,1999
108-250-30,210000,2100,4,2,22,1,0,3,24,1999
109-040-07,200000,2300,3,2.5,45,1,0,3,25,1999
110-250-05,100000,1500,1,1,51,1,0,3,9,1999
111-041-14,79500,900,2,1,49,1,0,3,3,1999
111-044-07,122000,1400,3,2,47,1,0,3,25,1999
111-054-01,105999,1300,3,1,49,1,0,3,11,1999
111-060-24,63000,1300,3,2,45,1,1,3,1,1999
111-110-39,94600,1200,3,2,51,1,1,3,3,1999
111-170-08,98000,1500,3,2,50,1,1,3,20,1999
112-040-37,184000,1700,3,2,18,1,0,3,16,1999
112-060-61,214950,2100,3,2.5,16,2,0,3,3,1999
112-110-05,229950,2700,6,3,20,2,0,3,1,1999
112-160-55,124000,1300,3,2,21,1,1,3,1,1999
113-213-18,130000,1800,2,1,81,2,0,3,15,1999
113-230-18,118000,1400,3,2,72,1,1,3,30,1999
115-100-34,79995,800,2,1,50,1,1,3,31,1999
115-182-02,91000,1100,2,2,48,1,0,3,5,1999
115-252-22,56500,800,2,1,53,1,1,3,29,1999
116-280-24,162000,1500,3,2,8,1,0,3,7,1999
116-300-35,309000,2600,3,2.5,7,2,0,3,23,1999
117-150-23,80000,1300,3,2,52,1,1,3,18,1999
117-244-02,88000,1000,2,1,54,1,0,3,26,1999
117-260-27,69900,1000,3,1,41,1,0,3,31,1999
118-050-77,159000,1900,3,2,19,1,1,3,5,1999
119-044-07,64900,1000,3,1,20,1,1,3,18,1999
119-170-16,56000,1400,3,2,29,1,0,3,10,1999
123-070-38,88500,1400,3,2,59,2,0,3,9,1999
123-090-04,74000,1000,3,1,39,1,1,3,11,1999
123-100-18,194000,2400,4,3.5,42,1,0,3,18,1999
123-110-25,82500,900,2,1,53,1,0,3,30,1999
123-300-30,134850,1400,3,2,4,1,0,3,23,1999
125-100-11,72000,900,3,2,84,1,1,3,24,1999
125-250-28,59000,800,2,1,73,1,1,3,12,1999
125-300-12,56500,800,3,1,81,1,0,3,29,1999
125-310-18,75000,1100,2,1,60,1,0,3,4,1999
127-100-11,57000,1500,3,1,82,1,1,3,3,1999
133-350-22,73990,1400,5,2,57,1,1,3,5,1999
133-460-30,52000,1100,3,2,39,1,1,3,25,1999
135-020-33,108000,1400,2,1,68,1,0,3,6,1999
135-070-09,60500,1000,2,1,69,1,1,3,23,1999
135-324-04,85000,1200,2,1,76,1,1,3,1,1999
157-252-04,93000,1000,3,2,0,1,0,3,6,1999
159-380-16,66000,1000,3,1.5,18,1,0,3,10,1999
161-220-58,147000,1700,3,2.5,9,2,1,3,23,1999
161-290-31,147900,2000,3,2,6,1,0,3,29,1999
161-440-17,138000,1500,4,2,4,1,0,3,29,1999
161-460-38,140750,1600,4,2,4,1,0,3,17,1999
161-510-34,120000,1200,2,2,2,1,0,3,27,1999
161-530-32,144500,1700,3,2,0,1,0,3,5,1999
161-590-38,146000,1900,4,3,1,2,0,3,3,1999
181-020-17,245000,1900,3,2.5,26,1,0,3,25,1999
096-190-74,120000,1400,3,2,5,1,1,3,23,1999
111-280-06,81000,1200,3,2,44,1,1,3,26,1999
123-231-13,81000,900,2,1,51,1,0,3,10,1999
050-016-025,255000,3000,3,3,24,2,0,4,11,1999
068-040-26,131000,1400,3,2,5,1,0,4,3,1999
068-160-62,133500,1500,3,2,2,1,1,4,26,1999
070-170-35,149500,1700,3,2,7,1,0,4,9,1999
071-374-09,155000,2000,3,2.5,9,2,0,4,19,1999
072-110-41,95000,1700,4,2.5,18,1,1,4,5,1999
072-160-03,128900,1800,4,2,21,1,1,4,23,1999
072-160-55,117500,1800,4,2,21,1,0,4,13,1999
072-230-59,99950,1511,3,2,15,1,1,4,30,1999
072-360-06,114000,1600,3,2,22,1,0,4,5,1999
072-430-09,159950,1900,4,2,15,2,0,4,28,1999
075-080-03,125000,1725,3,2,32,1,0,4,20,1999
075-140-50,135000,1636,3,2,43,1,0,4,15,1999
075-290-07,101000,1100,4,2,27,1,0,4,8,1999
077-130-10,139950,1522,3,2,38,1,0,4,26,1999
078-060-25,186000,2542,5,3,10,2,0,4,17,1999
078-130-34,127000,1800,4,2,12,1,0,4,8,1999
078-180-10,149900,2200,4,2.5,18,2,0,4,26,1999
078-380-15,112500,1600,3,2,18,1,0,4,18,1999
080-150-49,122500,1600,3,2,16,1,1,4,20,1999
080-190-37,115000,1700,4,2,16,1,1,4,19,1999
080-250-07,117000,1500,3,2,20,1,1,4,18,1999
081-070-29,72500,1200,3,2,30,1,0,4,15,1999
081-083-08,85000,1300,3,2,29,1,0,4,30,1999
081-131-03,82000,1200,3,2,41,1,0,4,20,1999
081-133-21,87000,1000,3,1.5,40,1,0,4,20,1999
081-154-08,69000,1318,3,2,37,1,0,4,28,1999
081-190-30,92500,1400,3,2,35,1,1,4,1,1999
081-224-04,110000,1700,3,2,34,1,0,4,7,1999
082-100-69,122000,1431,3,2,24,1,0,4,20,1999
085-090-03,222000,2100,4,2.5,26,1,0,4,14,1999
085-101-05,82000,700,2,1,52,1,1,4,20,1999
085-280-11,234500,2100,3,2,39,1,0,4,12,1999
087-090-10,165000,1672,3,2,29,2,1,4,13,1999
087-210-22,300000,2500,4,3,14,1,0,4,20,1999
088-150-69,80000,1400,2,2,19,1,0,4,30,1999
088-231-06,100500,1800,4,2,25,2,1,4,14,1999
088-320-05,137000,2100,4,3,10,2,0,4,9,1999
090-020-31,88500,1100,3,2,22,1,0,4,12,1999
090-060-44,74500,1000,3,1.5,23,1,0,4,2,1999
090-060-63,71500,1000,3,1.5,23,1,1,4,18,1999
090-070-42,77000,1100,3,2,21,1,0,4,30,1999
090-080-12,79000,1100,4,2,19,1,1,4,22,1999
090-150-08,73000,1000,3,2,18,1,1,4,19,1999
090-170-30,95000,1600,4,2,17,1,0,4,12,1999
090-260-28,86000,1100,3,2,20,1,0,4,22,1999
090-310-08,73000,1100,3,2,17,1,1,4,9,1999
090-310-48,89950,1154,3,2,17,1,0,4,5,1999
090-310-52,71500,1100,3,2,17,1,1,4,29,1999
090-380-35,77900,1100,3,2,14,1,1,4,15,1999
091-380-15,179000,2400,4,3,11,1,0,4,21,1999
094-080-09,110000,1100,3,2,9,1,0,4,21,1999
096-080-38,105000,1000,3,2,11,1,1,4,20,1999
096-120-18,117000,1500,3,2,10,1,0,4,11,1999
096-220-56,113000,1300,3,2,3,1,1,4,25,1999
096-260-15,97000,1000,3,2,3,1,0,4,16,1999
097-082-37,110500,1500,3,2,44,1,0,4,13,1999
097-350-12,114950,1101,3,1,48,1,0,4,21,1999
098-391-16,175000,1871,3,2,28,1,0,4,24,1999
100-020-04,199950,2372,5,3,23,2,0,4,19,1999
100-080-24,104900,1300,3,2,22,1,1,4,8,1999
100-110-23,56000,900,2,1,27,1,0,4,19,1999
100-250-55,127500,1300,3,2,34,1,0,4,3,1999
102-030-22,78000,1100,3,1.5,39,1,1,4,14,1999
102-182-38,119500,1700,4,3,43,1,0,4,26,1999
104-220-04,81000,1200,3,2,36,1,0,4,21,1999
104-220-15,96000,1728,3,2.5,35,1,1,4,29,1999
108-190-64,126000,1900,3,2,18,2,0,4,1,1999
108-260-14,132000,1400,3,2,22,1,1,4,19,1999
109-040-32,260000,2500,3,3,45,1,0,4,13,1999
109-100-29,69000,900,2,1,46,1,0,4,23,1999
109-141-21,96000,900,3,1,47,1,0,4,1,1999
109-183-07,79000,1047,2,1,48,1,0,4,29,1999
109-202-01,100000,1900,3,2,48,1,0,4,27,1999
109-281-06,141000,2300,4,2.5,33,2,1,4,30,1999
110-050-58,102000,1300,3,2,19,1,1,4,9,1999
110-140-20,118000,1400,3,2,14,1,0,4,16,1999
110-208-03,83500,1300,3,2,41,1,1,4,15,1999
111-082-09,110000,1500,3,2,47,1,0,4,10,1999
111-122-04,85750,1200,3,1,46,1,0,4,9,1999
111-144-23,107000,1300,3,2,44,1,0,4,19,1999
111-170-09,143900,1500,3,1.5,50,1,0,4,5,1999
111-270-33,88000,1000,3,1,48,1,1,4,6,1999
111-270-36,102000,1000,3,1,48,1,1,4,6,1999
112-030-26,215000,1991,3,2,18,1,0,4,14,1999
112-030-67,192880,1900,3,2,14,1,1,4,8,1999
112-290-11,200000,1900,3,2.5,19,2,0,4,5,1999
113-130-34,182500,2100,3,2,51,1,0,4,21,1999
113-221-08,145000,1495,2,1,70,1,0,4,25,1999
113-250-08,119950,1462,3,1.5,58,1,1,4,9,1999
114-460-29,282000,2400,4,3,8,2,0,4,27,1999
115-210-07,117500,1424,3,2,59,1,1,4,25,1999
116-300-37,315000,2400,3,2.5,8,2,0,4,7,1999
116-330-10,304500,2700,4,3,6,2,0,4,18,1999
117-130-43,67000,1000,3,1,54,1,0,4,23,1999
117-232-08,68950,1000,4,2,27,1,1,4,8,1999
118-050-46,155000,1721,3,2,19,1,0,4,28,1999
118-340-39,174500,1700,3,2,16,1,0,4,19,1999
123-061-01,95000,1500,4,1.5,46,1,1,4,25,1999
123-161-05,70000,1000,2,1,52,1,0,4,20,1999
123-181-11,136000,1800,3,2,66,1,0,4,6,1999
125-020-11,60000,1200,3,1,56,1,0,4,21,1999
125-090-38,145500,1693,3,2,48,1,0,4,18,1999
125-140-53,112500,1300,2,1.5,58,1,1,4,5,1999
125-150-32,99000,1000,2,1,54,1,1,4,28,1999
125-310-28,55000,900,2,1,60,1,1,4,27,1999
133-280-20,85300,1000,2,1,48,1,1,4,27,1999
133-330-04,98750,1064,3,2,0,1,1,4,22,1999
135-020-28,100000,1400,3,1,71,1,0,4,20,1999
135-050-08,95650,1100,2,1,72,1,0,4,12,1999
135-171-04,139500,1100,2,1,47,1,0,4,12,1999
135-173-07,87000,900,2,1,79,1,1,4,27,1999
135-175-06,107500,1187,2,1,73,1,0,4,26,1999
135-180-03,155000,1367,2,1,52,1,0,4,16,1999
135-200-21,113700,1700,4,2,84,2,0,4,19,1999
135-290-33,60000,1100,2,1,77,1,1,4,8,1999
135-361-13,89950,1800,3,2,74,1,0,4,5,1999
135-391-02,79950,1100,3,1.5,75,1,0,4,5,1999
135-444-17,66500,1000,2,1,84,1,0,4,19,1999
143-160-07,68000,803,2,1,11,1,0,4,15,1999
143-330-42,67900,1100,3,1,35,1,0,4,14,1999
143-340-28,91000,1200,3,2,9,1,0,4,29,1999
157-183-20,64000,800,3,1,35,1,1,4,6,1999
159-183-01,56000,1000,2,1,54,1,1,4,8,1999
159-390-07,100000,1324,3,2,3,1,1,4,28,1999
159-390-18,110000,1400,3,2,3,1,1,4,15,1999
161-230-46,158000,2000,4,2.5,9,2,0,4,12,1999
161-410-09,173000,1700,4,3.5,5,2,0,4,25,1999
161-450-10,109950,1200,3,2,3,1,0,4,12,1999
161-500-12,126900,1200,3,2,4,1,0,4,25,1999
161-520-49,146500,1836,3,2,2,1,0,4,25,1999
173-270-05,110000,1100,2,1,47,1,0,4,2,1999
097-100-09,195000,1912,3,3,39,1,1,4,14,1999
133-260-06,74500,1200,3,1,38,1,1,4,14,1999
068-220-06,194950,1901,3,2,2,1,1,5,3,1999
071-240-11,108500,1000,2,2,15,1,0,5,15,1999
071-400-63,154000,1600,3,2,8,1,1,5,14,1999
072-020-20,230500,2600,3,2.5,40,1,0,5,19,1999
072-210-36,112000,1551,3,2,21,1,0,5,18,1999
072-330-14,121900,1644,3,2,21,1,0,5,10,1999
072-380-34,125900,1644,3,2,20,1,1,5,2,1999
072-390-35,128000,1760,4,2,20,1,0,5,2,1999
072-410-30,131000,2100,3,2.5,20,2,0,5,20,1999
075-031-07,65000,1473,3,2,43,1,1,5,26,1999
075-230-29,150500,1902,3,1,62,1,0,5,30,1999
077-041-04,118000,1653,3,2,37,1,0,5,24,1999
077-080-09,121000,1414,3,2,34,1,0,5,19,1999
077-200-10,125000,1278,3,2,43,1,0,5,17,1999
077-210-11,124000,1235,4,2,43,1,0,5,22,1999
078-280-30,122500,1600,3,2,17,1,0,5,13,1999
078-290-15,148500,2574,4,3,14,2,0,5,25,1999
078-340-43,130000,2000,4,3,15,2,1,5,10,1999
078-420-01,189500,2727,4,3,11,2,1,5,25,1999
079-243-15,82090,1400,3,2,36,1,1,5,28,1999
079-420-44,88000,1153,3,2,23,1,0,5,15,1999
080-140-08,129500,1700,3,2,14,1,0,5,5,1999
080-210-11,124000,2300,4,3,20,2,0,5,4,1999
080-220-57,153000,2300,4,3,19,2,0,5,11,1999
080-400-17,155000,1500,3,2,9,1,0,5,17,1999
080-410-15,123000,1500,3,2,9,1,1,5,3,1999
081-040-02,81750,1400,3,2,33,1,0,5,26,1999
081-070-10,85000,1670,3,2,31,1,0,5,3,1999
081-243-25,104000,1200,3,1,41,1,0,5,11,1999
081-401-08,79000,1100,3,1,44,1,0,5,17,1999
081-480-28,73500,960,3,1.5,24,1,1,5,9,1999
082-080-18,131000,2200,4,2.5,21,2,0,5,10,1999
082-090-18,135500,2013,4,2,24,1,0,5,28,1999
085-380-43,126000,2094,3,2,36,1,0,5,12,1999
086-070-37,159990,2200,4,3,48,2,1,5,11,1999
086-440-22,240000,1700,3,2,34,1,1,5,10,1999
086-600-02,335000,3000,3,2.5,14,1,0,5,14,1999
087-060-38,260000,2500,3,2.5,10,1,0,5,5,1999
088-310-37,123990,1600,3,2.5,9,2,1,5,11,1999
088-370-46,112000,1563,3,2,8,1,0,5,1,1999
089-060-59,485000,4100,4,3,24,1,0,5,18,1999
090-053-10,85500,1231,3,2,24,1,0,5,24,1999
090-100-28,73500,900,3,2,20,1,1,5,11,1999
090-170-50,77500,1100,3,2,17,1,1,5,18,1999
090-190-03,92005,1215,3,2,21,1,1,5,27,1999
090-290-09,77000,1200,3,2,21,1,1,5,16,1999
090-300-10,90000,1158,3,2,21,1,0,5,1,1999
090-520-53,99000,1000,3,2,8,1,0,5,10,1999
090-530-13,107500,1444,3,2,9,1,1,5,14,1999
090-530-32,94000,1000,3,2,9,1,1,5,6,1999
090-550-06,125000,1800,3,2,9,1,0,5,17,1999
094-360-25,132000,1890,4,2.5,9,2,1,5,3,1999
096-220-35,114000,1264,3,2,5,1,0,5,2,1999
096-220-83,117800,1600,4,2.5,6,2,0,5,30,1999
097-091-22,172500,2061,3,2,43,1,0,5,10,1999
097-202-07,87950,957,2,1,46,1,1,5,17,1999
098-080-27,290000,2600,3,2.5,19,2,0,5,30,1999
098-350-15,190000,1600,3,2,30,1,0,5,17,1999
098-392-13,198000,2406,4,2,27,1,0,5,3,1999
100-101-27,102000,1400,3,2,25,1,0,5,7,1999
100-250-29,155000,1676,3,2,35,1,0,5,26,1999
100-260-23,189950,2305,3,2,25,1,0,5,23,1999
100-260-56,134000,1665,3,2,32,1,0,5,8,1999
100-350-19,124500,1188,2,2,15,1,1,5,15,1999
100-350-29,127000,1188,3,2,15,1,0,5,10,1999
100-370-06,98000,1000,2,2,14,1,0,5,8,1999
102-110-04,116500,1300,3,1.5,39,1,0,5,1,1999
102-120-22,111950,1319,3,2,37,1,0,5,21,1999
102-190-25,107500,1624,2,2,39,1,0,5,26,1999
104-120-01,95500,1700,3,2.5,36,1,0,5,19,1999
104-230-30,77500,1100,3,2,17,1,0,5,26,1999
105-190-05,159000,984,3,2,32,1,0,5,15,1999
108-230-32,170100,2227,3,2,20,1,1,5,10,1999
109-040-26,434000,3684,3,4,38,2,0,5,26,1999
110-100-36,177000,2300,4,3,18,2,1,5,24,1999
111-110-35,82000,1163,3,1,50,1,0,5,26,1999
111-122-12,79000,1139,2,1,48,1,1,5,17,1999
111-201-12,99500,1243,2,1,49,1,0,5,6,1999
111-202-13,89500,900,2,1,46,1,0,5,5,1999
111-270-03,88000,948,2,1,48,1,0,5,20,1999
111-363-23,95000,1201,3,2,52,1,0,5,17,1999
111-382-28,137000,2026,3,2,57,1,0,5,5,1999
112-160-15,130000,1600,3,2,21,1,0,5,12,1999
113-022-06,135000,1500,3,1.5,50,1,0,5,24,1999
113-022-07,108000,1200,2,1,51,1,1,5,15,1999
113-043-06,98000,1300,2,1,48,1,0,5,27,1999
113-084-02,215000,3278,4,3,41,1,1,5,17,1999
113-110-06,205000,1800,2,1.5,65,1,0,5,1,1999
113-310-30,161750,1864,3,2,60,1,1,5,5,1999
114-490-07,395000,3200,4,4,8,2,0,5,19,1999
115-060-38,136100,1678,3,2,68,1,0,5,11,1999
115-124-16,84000,1400,3,2,52,1,0,5,24,1999
116-090-36,118500,1076,3,2,5,1,0,5,6,1999
118-070-54,245000,2242,3,3,8,2,0,5,20,1999
118-290-03,248000,2300,4,3,2,2,0,5,2,1999
118-300-58,296500,2390,4,3,3,1,0,5,9,1999
119-080-21,63000,1300,3,1,34,1,0,5,12,1999
121-040-08,380000,2506,3,2.5,41,1,1,5,18,1999
121-250-01,183000,2100,4,3,9,2,0,5,17,1999
123-110-54,195000,2300,3,2.5,53,2,0,5,3,1999
125-140-30,103000,995,2,1,57,1,0,5,7,1999
125-150-19,114000,1500,3,2,55,1,0,5,18,1999
125-200-35,83090,1400,3,2,54,1,1,5,5,1999
125-260-24,68500,971,2,1,79,1,0,5,7,1999
125-350-41,75000,900,2,1,77,1,1,5,5,1999
133-350-07,68000,816,2,1,87,1,0,5,18,1999
133-480-03,80000,1000,3,1.5,24,1,0,5,5,1999
135-030-14,168000,2016,4,3,75,2,0,5,20,1999
135-070-19,77500,999,2,1,59,1,1,5,14,1999
135-190-27,105000,1700,4,2,77,1,0,5,20,1999
135-401-01,112000,1400,3,1,76,1,0,5,11,1999
137-121-16,67000,1000,3,1.5,89,1,1,5,21,1999
137-140-46,81500,1500,3,2,81,1,1,5,14,1999
137-155-04,110000,1300,3,1.5,92,1,0,5,9,1999
137-170-00,50000,1200,2,1.5,92,1,1,5,24,1999
137-211-09,51000,1368,3,1,92,1,1,5,15,1999
141-260-39,70000,1049,2,1,56,1,0,5,7,1999
143-180-12,77900,1100,2,1.5,26,1,0,5,17,1999
151-033-17,58000,1400,3,1.5,83,1,0,5,27,1999
153-280-22,70000,1082,2,1,49,1,0,5,15,1999
153-280-31,60000,1062,5,2,79,1,1,5,22,1999
157-070-04,87250,1100,3,2,30,1,0,5,18,1999
157-293-13,85000,1020,3,1,65,1,0,5,9,1999
159-070-20,82000,1046,2,1,50,1,0,5,17,1999
159-110-09,160000,1000,3,1,85,1,0,5,10,1999
159-300-35,55000,1000,3,1,43,1,0,5,16,1999
161-220-11,147000,1500,3,2.5,9,2,0,5,28,1999
161-230-20,159000,1900,5,3,9,2,1,5,28,1999
161-330-03,178000,2400,4,3,9,1,0,5,3,1999
161-402-54,152950,1547,3,2.5,1,1,0,5,29,1999
161-460-19,159000,1700,4,2.5,3,2,1,5,14,1999
161-460-26,120000,1400,3,2,4,1,1,5,14,1999
161-480-49,132500,1502,4,2,2,1,1,5,18,1999
161-530-33,133000,1550,3,2,0,1,1,5,16,1999
161-570-52,170000,2228,4,2.5,2,2,0,5,5,1999
163-180-40,65000,900,2,1,46,1,1,5,15,1999
173-244-02,85000,1400,3,1,39,1,1,5,24,1999
068-030-24,150000,1766,3,2,4,1,1,6,25,1999
070-030-27,156500,1994,3,2,8,1,0,6,9,1999
070-210-28,130000,1564,3,2,7,1,1,6,17,1999
070-220-21,138000,1465,3,2,3,1,0,6,18,1999
071-373-01,190000,2262,4,2,9,1,0,6,21,1999
071-410-15,184000,1900,4,2.5,0,2,1,6,24,1999
072-030-46,118000,1698,3,2,20,1,0,6,23,1999
072-130-07,115000,1552,3,2,22,1,0,6,23,1999
072-180-14,126000,1644,3,2,19,1,0,6,9,1999
072-300-38,130000,1832,4,2,24,1,0,6,18,1999
072-300-85,122500,1438,3,2,23,1,0,6,18,1999
072-330-21,137000,1730,3,2,21,1,0,6,14,1999
072-330-64,146000,2134,4,2.5,21,2,0,6,21,1999
072-350-03,125000,1642,3,2,24,1,0,6,21,1999
074-343-03,95000,1500,3,2,33,1,0,6,10,1999
075-120-02,150000,1876,3,3,45,1,0,6,18,1999
075-130-38,169950,2083,4,3,51,2,0,6,7,1999
077-270-16,119950,1400,3,2,29,1,1,6,10,1999
077-345-03,142950,1770,4,2.5,45,2,0,6,8,1999
078-020-12,163500,1867,3,2,13,1,0,6,7,1999
078-240-10,147000,2000,4,3,18,2,0,6,14,1999
078-350-64,119000,1427,3,2,11,1,0,6,15,1999
079-130-25,107000,1642,3,2,31,1,0,6,8,1999
079-154-01,64500,1100,3,2,34,1,1,6,11,1999
079-361-19,84950,1255,3,2,38,1,1,6,24,1999
079-450-48,87000,1200,3,2,22,1,0,6,1,1999
080-210-18,144900,2293,4,3,20,2,0,6,15,1999
080-420-42,124950,1500,3,2,9,1,1,6,28,1999
081-160-35,108000,1200,3,2,34,1,0,6,17,1999
081-403-31,97000,1700,3,2,46,1,1,6,2,1999
082-080-12,117000,1687,3,2,22,1,1,6,21,1999
082-140-24,106000,1300,3,2,26,1,1,6,28,1999
082-150-46,87500,1700,4,2,22,1,0,6,4,1999
085-340-02,315500,2700,4,3,28,1,0,6,21,1999
086-053-04,110000,1056,3,2,37,1,1,6,7,1999
088-0370-30,142000,1800,4,2.5,9,2,0,6,14,1999
088-080-63,65000,1434,3,2,19,1,1,6,21,1999
088-390-55,159000,2547,5,3,3,2,0,6,25,1999
088-400-18,126000,1319,3,2.5,6,1,0,6,22,1999
089-092-04,139950,1300,2,1,40,1,0,6,4,1999
090-051-14,65000,1389,3,2,24,1,0,6,14,1999
090-090-20,88500,1155,3,2,20,1,0,6,10,1999
090-250-15,94000,1249,3,2,21,1,0,6,6,1999
090-320-46,89500,1158,3,2,22,1,0,6,25,1999
092-250-12,136500,1400,3,2,4,1,0,6,21,1999
093-300-18,113000,1293,3,2,9,1,1,6,22,1999
094-340-19,125500,1900,4,2.5,9,2,0,6,21,1999
096-200-09,148500,2200,3,2.5,9,2,0,6,9,1999
097-082-06,89950,1254,3,1.5,45,1,0,6,12,1999
097-244-12,134000,1600,3,2,41,1,0,6,9,1999
097-282-34,83000,939,2,1,48,1,0,6,25,1999
097-433-03,117500,1118,3,1,49,1,0,6,2,1999
097-434-05,162500,1758,2,2,51,1,1,6,9,1999
097-560-38,158850,2627,5,2.5,23,2,0,6,30,1999
100-240-05,184000,1700,3,2,31,1,0,6,7,1999
100-280-07,149000,1570,3,2,28,1,1,6,2,1999
108-180-07,185000,2300,4,2,22,1,0,6,7,1999
108-190-50,147000,2117,3,2,22,1,0,6,15,1999
109-040-34,225500,2564,3,2,44,1,0,6,28,1999
109-976-89,100000,1100,3,1,46,1,0,6,30,1999
110-080-51,205000,2123,4,3,20,1,0,6,25,1999
111-130-37,79900,1321,3,1,45,1,1,6,2,1999
111-180-19,99950,1229,3,1,51,1,0,6,2,1999
111-334-03,74900,1010,3,2,50,1,1,6,2,1999
112-040-07,135000,1675,3,2,16,1,0,6,23,1999
113-051-03,83000,1103,2,1,58,1,1,6,11,1999
113-054-06,210000,2127,2,2,50,1,0,6,12,1999
113-064-01,118500,1121,2,1,52,1,0,6,21,1999
113-081-02,155000,1479,3,2,52,1,0,6,21,1999
113-202-06,129000,1290,2,1,83,1,1,6,2,1999
113-340-13,159000,2188,3,2,74,1,0,6,30,1999
113-370-32,97500,1040,2,1,73,1,1,6,15,1999
114-350-21,283950,2400,4,3,5,2,0,6,19,1999
114-570-19,159900,1604,3,2.5,7,2,0,6,21,1999
